<<<<<<< HEAD
"hpi_type","hpi_flavor","frequency","level","place_name","place_id","yr","period","index_nsa","index_sa"
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",1,191.14,192.61
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",2,191.69,192.6
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",3,192.52,192.55
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",4,194.77,193.51
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",5,196.1,193.04
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",6,196.06,192.52
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",7,196.06,192.67
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",8,195.57,192.27
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",9,194.65,192.38
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",10,193.52,191.87
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",11,191.59,191.15
"traditional","monthly","USA or Census Division","East North Central Division","DV_ENC","2006","purchase-only",12,191.37,192.09
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",1,187.54,187.96
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",2,187.77,187.98
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",3,189.4,189.47
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",4,191.24,190.17
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",5,193.06,191.4
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",6,194.21,191.75
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",7,194.55,192.39
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",8,195.06,193.2
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",9,195.1,193.54
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",10,195.04,194.15
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",11,195.99,195.14
"traditional","monthly","USA or Census Division","East South Central Division","DV_ESC","2006","purchase-only",12,196.66,196.74
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",1,214.36,214.19
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",2,213.11,213.66
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",3,215.3,215.47
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",4,216.3,216.18
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",5,217.84,216.06
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",6,219.62,216.58
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",7,217.99,214.97
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",8,220.07,216.55
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",9,218.35,216.11
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",10,218.54,216.48
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",11,217.65,216.57
"traditional","monthly","USA or Census Division","Middle Atlantic Division","DV_MA","2006","purchase-only",12,215.89,215.71
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",1,273.92,276.44
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",2,277.25,278.93
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",3,280.28,280.88
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",4,281.82,280.85
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",5,285.56,283.41
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",6,286.93,283.6
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",7,286.74,283.76
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",8,287.75,284.9
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",9,286.5,284.91
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",10,289.02,288.32
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",11,289.08,289.61
"traditional","monthly","USA or Census Division","Mountain Division","DV_MT","2006","purchase-only",12,288.49,290.4
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",1,230.55,232.45
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",2,230.87,233.1
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",3,233.28,232.64
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",4,233.36,231.63
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",5,234.55,231.83
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",6,234.79,231.17
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",7,233.61,230.27
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",8,232.44,229.69
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",9,230.72,228.25
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",10,229.53,228.06
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",11,228.77,228.44
"traditional","monthly","USA or Census Division","New England Division","DV_NE","2006","purchase-only",12,226.55,227.13
"traditional","monthly","USA or Census Division","Pacific Division","DV_PAC","2006","purchase-only",1,276.16,279
